order_id,date,store,product,quantity,sales
9101,16/01/2023,Astoria,Organic brewed coffee,1,2.2
9102,16/01/2023,Hell's Kitchen,Drip coffee,2,6
9103,16/01/2023,Lower Manhattan,Brewed Chai tea,1,2.55
9104,16/01/2023,Lower Manhattan,Green beans,1,10
9105,16/01/2023,Astoria,Brewed herbal tea,2,6
9106,16/01/2023,Astoria,Pastry,1,3.75
9107,16/01/2023,Astoria,Hot chocolate,1,3.75
9108,16/01/2023,Lower Manhattan,Gourmet brewed coffee,1,2.5
9109,16/01/2023,Hell's Kitchen,Brewed Black tea,1,2.5
9110,16/01/2023,Lower Manhattan,Gourmet brewed coffee,1,2
9111,16/01/2023,Astoria,Brewed Black tea,2,5
9112,16/01/2023,Hell's Kitchen,Gourmet brewed coffee,1,2
9113,16/01/2023,Astoria,Gourmet brewed coffee,1,2
9114,16/01/2023,Lower Manhattan,Brewed Black tea,1,2.5
9115,16/01/2023,Lower Manhattan,Biscotti,1,3.5
9116,16/01/2023,Astoria,Barista Espresso,2,6
9117,16/01/2023,Astoria,Drip coffee,2,5
9118,16/01/2023,Hell's Kitchen,Organic brewed coffee,2,4.4
9119,16/01/2023,Hell's Kitchen,Brewed Chai tea,1,2.5
9120,16/01/2023,Hell's Kitchen,Organic brewed coffee,1,3
9121,16/01/2023,Hell's Kitchen,Organic brewed coffee,2,6
9122,16/01/2023,Astoria,Gourmet brewed coffee,2,7
9123,16/01/2023,Hell's Kitchen,Brewed Chai tea,1,2.5
9124,16/01/2023,Hell's Kitchen,Pastry,1,3.5
9125,16/01/2023,Astoria,Gourmet brewed coffee,1,3
9126,16/01/2023,Astoria,Gourmet brewed coffee,2,7
9127,16/01/2023,Astoria,Organic brewed coffee,2,7
9128,16/01/2023,Astoria,Hot chocolate,1,3.75
9129,16/01/2023,Astoria,Organic brewed coffee,2,6
9130,16/01/2023,Hell's Kitchen,Brewed Chai tea,2,5
9131,16/01/2023,Astoria,Gourmet brewed coffee,1,2
9132,16/01/2023,Astoria,Scone,1,3.25
9133,16/01/2023,Astoria,Hot chocolate,1,3.75
9134,16/01/2023,Astoria,Hot chocolate,2,9
9135,16/01/2023,Astoria,Barista Espresso,2,8.5
9136,16/01/2023,Astoria,Hot chocolate,1,4.5
9137,16/01/2023,Astoria,Brewed Black tea,1,2.5
9138,16/01/2023,Hell's Kitchen,Organic brewed coffee,2,7
9139,16/01/2023,Astoria,Barista Espresso,2,6
9140,16/01/2023,Astoria,Gourmet brewed coffee,2,4.4
9141,16/01/2023,Astoria,Barista Espresso,2,8.5
9142,16/01/2023,Hell's Kitchen,Brewed herbal tea,2,6
9143,16/01/2023,Hell's Kitchen,Barista Espresso,2,7.5
9144,16/01/2023,Hell's Kitchen,Sugar free syrup,2,1.6
9145,17/01/2023,Lower Manhattan,Premium brewed coffee,1,3.1
9146,17/01/2023,Lower Manhattan,Pastry,1,3.5
9147,17/01/2023,Lower Manhattan,Premium brewed coffee,1,3.1
9148,17/01/2023,Lower Manhattan,Brewed herbal tea,1,3
9149,17/01/2023,Lower Manhattan,Gourmet brewed coffee,2,4.4
9150,17/01/2023,Lower Manhattan,Brewed Chai tea,2,5
9151,17/01/2023,Lower Manhattan,Hot chocolate,2,9.5
9152,17/01/2023,Lower Manhattan,Organic brewed coffee,2,4.4
9153,17/01/2023,Lower Manhattan,Barista Espresso,1,4.25
9154,17/01/2023,Lower Manhattan,Regular syrup,1,0.8
9155,17/01/2023,Lower Manhattan,Hot chocolate,1,3.5
9156,17/01/2023,Lower Manhattan,Drinking Chocolate,1,6.4
9157,17/01/2023,Lower Manhattan,Drip coffee,2,4
9158,17/01/2023,Lower Manhattan,Gourmet brewed coffee,2,5
9159,17/01/2023,Lower Manhattan,Pastry,1,3.5
9160,17/01/2023,Hell's Kitchen,Brewed Chai tea,2,5
9161,17/01/2023,Hell's Kitchen,Brewed Black tea,1,2.5
9162,17/01/2023,Hell's Kitchen,Organic Beans,1,22.5
9163,17/01/2023,Lower Manhattan,Brewed Chai tea,1,3.1
9164,17/01/2023,Lower Manhattan,Brewed Green tea,2,6
9165,17/01/2023,Hell's Kitchen,Brewed herbal tea,2,6
9166,17/01/2023,Lower Manhattan,Organic brewed coffee,1,3.5
9167,17/01/2023,Hell's Kitchen,Organic brewed coffee,2,7
9168,17/01/2023,Lower Manhattan,Drip coffee,1,2.5
9169,17/01/2023,Lower Manhattan,Barista Espresso,1,3
9170,17/01/2023,Lower Manhattan,Regular syrup,2,1.6
9171,17/01/2023,Lower Manhattan,Scone,1,3.25
9172,17/01/2023,Lower Manhattan,Premium brewed coffee,1,3.1
9173,17/01/2023,Lower Manhattan,Brewed Green tea,2,6
9174,17/01/2023,Lower Manhattan,Biscotti,1,3.25
9175,17/01/2023,Hell's Kitchen,Organic brewed coffee,2,7
9176,17/01/2023,Hell's Kitchen,Pastry,1,3.75
9177,17/01/2023,Lower Manhattan,Brewed herbal tea,2,6
9178,17/01/2023,Lower Manhattan,Premium brewed coffee,1,3.1
9179,17/01/2023,Hell's Kitchen,Gourmet brewed coffee,1,2.5
9180,17/01/2023,Lower Manhattan,Barista Espresso,1,4.25
9181,17/01/2023,Lower Manhattan,Regular syrup,1,0.8
9182,17/01/2023,Astoria,Hot chocolate,1,4.75
9183,17/01/2023,Hell's Kitchen,Gourmet brewed coffee,1,2
9184,17/01/2023,Astoria,Brewed Chai tea,2,5
9185,17/01/2023,Hell's Kitchen,Hot chocolate,1,4.75
9186,17/01/2023,Lower Manhattan,Brewed Green tea,2,5
9187,17/01/2023,Astoria,Gourmet brewed coffee,2,6
9188,17/01/2023,Astoria,Biscotti,1,3.25
9189,17/01/2023,Lower Manhattan,Hot chocolate,2,9.5
9190,17/01/2023,Lower Manhattan,Brewed herbal tea,2,6
9191,17/01/2023,Lower Manhattan,Barista Espresso,2,7.5
9192,17/01/2023,Lower Manhattan,Regular syrup,2,1.6
9193,17/01/2023,Astoria,Brewed Chai tea,2,5
9194,17/01/2023,Astoria,Gourmet brewed coffee,1,3
9195,17/01/2023,Astoria,Gourmet brewed coffee,1,3.5
9196,17/01/2023,Hell's Kitchen,Barista Espresso,2,7.5
9197,17/01/2023,Hell's Kitchen,Regular syrup,2,1.6
9198,17/01/2023,Astoria,Brewed herbal tea,2,6
9199,17/01/2023,Astoria,Brewed Chai tea,1,3
9200,17/01/2023,Astoria,Scone,1,3.25
9201,17/01/2023,Astoria,Brewed Chai tea,1,3.1
9202,17/01/2023,Astoria,Barista Espresso,1,3
9203,17/01/2023,Astoria,Regular syrup,2,1.6
9204,17/01/2023,Hell's Kitchen,Gourmet brewed coffee,1,3
9205,17/01/2023,Hell's Kitchen,Scone,1,3.25
9206,17/01/2023,Astoria,Brewed Chai tea,1,2.55
9207,17/01/2023,Astoria,Premium brewed coffee,2,4.9
9208,17/01/2023,Lower Manhattan,Premium brewed coffee,1,3.75
9209,17/01/2023,Astoria,Brewed Green tea,1,3
9210,17/01/2023,Astoria,Brewed Chai tea,2,6.2
9211,17/01/2023,Lower Manhattan,Brewed Black tea,1,3
9212,17/01/2023,Lower Manhattan,Housewares,1,12
9213,17/01/2023,Lower Manhattan,Brewed Chai tea,1,3.1
9214,17/01/2023,Astoria,Hot chocolate,2,7.5
9215,17/01/2023,Lower Manhattan,Organic brewed coffee,2,6
9216,17/01/2023,Hell's Kitchen,Gourmet brewed coffee,1,2
9217,17/01/2023,Astoria,Brewed Chai tea,1,2.5
9218,17/01/2023,Astoria,Drip coffee,2,5
9219,17/01/2023,Lower Manhattan,Barista Espresso,2,7.5
9220,17/01/2023,Lower Manhattan,Sugar free syrup,2,1.6
9221,17/01/2023,Astoria,Brewed Green tea,1,2.5
9222,17/01/2023,Astoria,Premium Beans,1,45
9223,17/01/2023,Lower Manhattan,Brewed herbal tea,1,3
9224,17/01/2023,Astoria,Gourmet brewed coffee,1,3.5
9225,17/01/2023,Astoria,Brewed Black tea,2,6
9226,17/01/2023,Lower Manhattan,Gourmet brewed coffee,1,2
9227,17/01/2023,Astoria,Brewed Black tea,1,2.5
9228,17/01/2023,Astoria,Clothing,1,28
9229,17/01/2023,Astoria,Brewed Black tea,2,6
9230,17/01/2023,Astoria,Chai tea,1,9.5
9231,17/01/2023,Lower Manhattan,Gourmet brewed coffee,2,5
9232,17/01/2023,Lower Manhattan,Brewed Green tea,2,6
9233,17/01/2023,Astoria,Hot chocolate,2,9.5
9234,17/01/2023,Hell's Kitchen,Brewed Black tea,2,5
9235,17/01/2023,Astoria,Organic brewed coffee,2,7
9236,17/01/2023,Astoria,Barista Espresso,2,7.5
9237,17/01/2023,Astoria,Regular syrup,2,1.6
9238,17/01/2023,Lower Manhattan,Brewed Green tea,1,3
9239,17/01/2023,Astoria,Hot chocolate,1,4.75
9240,17/01/2023,Astoria,Hot chocolate,1,4.75
9241,17/01/2023,Hell's Kitchen,Brewed herbal tea,1,2.5
9242,17/01/2023,Astoria,Drip coffee,1,2.5
9243,17/01/2023,Astoria,Brewed Black tea,1,2.5
9244,17/01/2023,Hell's Kitchen,Organic brewed coffee,1,3.5
9245,17/01/2023,Astoria,Barista Espresso,2,8.5
9246,17/01/2023,Astoria,Regular syrup,2,1.6
9247,17/01/2023,Astoria,Chai tea,1,9.5
9248,17/01/2023,Astoria,Gourmet brewed coffee,1,2.2
9249,17/01/2023,Lower Manhattan,Gourmet brewed coffee,1,3
9250,17/01/2023,Lower Manhattan,Pastry,1,3.75
9251,17/01/2023,Hell's Kitchen,Barista Espresso,1,3
9252,17/01/2023,Hell's Kitchen,Hot chocolate,2,9.5
9253,17/01/2023,Hell's Kitchen,House blend Beans,1,18
9254,17/01/2023,Astoria,Barista Espresso,2,8.5
9255,17/01/2023,Astoria,Regular syrup,1,0.8
9256,17/01/2023,Astoria,Housewares,1,12
9257,17/01/2023,Lower Manhattan,Brewed Chai tea,1,3
9258,17/01/2023,Astoria,Drip coffee,2,4
9259,17/01/2023,Hell's Kitchen,Brewed herbal tea,2,5
9260,17/01/2023,Hell's Kitchen,Biscotti,1,3.25
9261,17/01/2023,Hell's Kitchen,Drip coffee,2,4
9262,17/01/2023,Hell's Kitchen,Brewed Chai tea,2,8
9263,17/01/2023,Astoria,Brewed Black tea,2,5
9264,17/01/2023,Astoria,Brewed Green tea,1,2.5
9265,17/01/2023,Lower Manhattan,Drip coffee,1,3
9266,17/01/2023,Hell's Kitchen,Barista Espresso,1,3.75
9267,17/01/2023,Hell's Kitchen,Regular syrup,2,1.6
9268,17/01/2023,Astoria,Brewed Chai tea,2,5.1
9269,17/01/2023,Astoria,Gourmet brewed coffee,2,4
9270,17/01/2023,Hell's Kitchen,Gourmet brewed coffee,1,3
9271,17/01/2023,Hell's Kitchen,Pastry,1,3.75
9272,17/01/2023,Astoria,Barista Espresso,2,8.5
9273,17/01/2023,Astoria,Regular syrup,2,1.6
9274,17/01/2023,Astoria,Pastry,1,3.5
9275,17/01/2023,Hell's Kitchen,Organic brewed coffee,2,4.4
9276,17/01/2023,Astoria,Gourmet brewed coffee,2,4.4
9277,17/01/2023,Astoria,Gourmet brewed coffee,1,3
9278,17/01/2023,Astoria,Brewed Chai tea,2,5.1
9279,17/01/2023,Astoria,Brewed Chai tea,1,3.1
9280,17/01/2023,Hell's Kitchen,Barista Espresso,1,4.25
9281,17/01/2023,Hell's Kitchen,Regular syrup,1,0.8
9282,17/01/2023,Astoria,Barista Espresso,1,4.25
9283,17/01/2023,Astoria,Regular syrup,2,1.6
9284,17/01/2023,Lower Manhattan,Brewed herbal tea,2,5
9285,17/01/2023,Hell's Kitchen,Drip coffee,2,5
9286,17/01/2023,Lower Manhattan,Brewed Chai tea,1,2.5
9287,17/01/2023,Lower Manhattan,Hot chocolate,2,7
9288,17/01/2023,Hell's Kitchen,Brewed herbal tea,2,6
9289,17/01/2023,Lower Manhattan,Barista Espresso,1,3
9290,17/01/2023,Lower Manhattan,Sugar free syrup,2,1.6
9291,17/01/2023,Hell's Kitchen,Barista Espresso,1,4.25
9292,17/01/2023,Hell's Kitchen,Regular syrup,1,0.8
9293,17/01/2023,Lower Manhattan,Brewed Green tea,2,5
9294,17/01/2023,Hell's Kitchen,Brewed Chai tea,2,6
9295,17/01/2023,Hell's Kitchen,Pastry,1,3.5
9296,17/01/2023,Lower Manhattan,Gourmet brewed coffee,1,2.5
9297,17/01/2023,Lower Manhattan,Hot chocolate,2,7.5
9298,17/01/2023,Hell's Kitchen,Brewed Black tea,1,2.5
9299,17/01/2023,Hell's Kitchen,Scone,1,3.25
9300,17/01/2023,Astoria,Brewed Black tea,1,2.5
9301,17/01/2023,Lower Manhattan,Brewed Chai tea,2,5
9302,17/01/2023,Astoria,Brewed Black tea,2,6
9303,17/01/2023,Lower Manhattan,Gourmet brewed coffee,1,3.5
9304,17/01/2023,Hell's Kitchen,Barista Espresso,2,7.5
9305,17/01/2023,Hell's Kitchen,Regular syrup,2,1.6
9306,17/01/2023,Hell's Kitchen,Brewed herbal tea,1,2.5
9307,17/01/2023,Lower Manhattan,Brewed Chai tea,1,2.55
9308,17/01/2023,Lower Manhattan,Gourmet brewed coffee,1,2
9309,17/01/2023,Lower Manhattan,Gourmet brewed coffee,2,4.4
9310,17/01/2023,Hell's Kitchen,Barista Espresso,2,8.5
9311,17/01/2023,Hell's Kitchen,Sugar free syrup,1,0.8
9312,17/01/2023,Astoria,Barista Espresso,1,4.25
9313,17/01/2023,Astoria,Regular syrup,2,1.6
9314,17/01/2023,Lower Manhattan,Brewed Chai tea,1,4
9315,17/01/2023,Astoria,Premium brewed coffee,2,6.2
9316,17/01/2023,Astoria,Brewed Chai tea,1,3.1
9317,17/01/2023,Hell's Kitchen,Gourmet brewed coffee,2,4.4
9318,17/01/2023,Lower Manhattan,Drip coffee,1,2
9319,17/01/2023,Lower Manhattan,Scone,1,3
9320,17/01/2023,Lower Manhattan,Brewed Black tea,1,2.5
9321,17/01/2023,Astoria,Brewed Chai tea,1,2.5
9322,17/01/2023,Lower Manhattan,Barista Espresso,1,3.75
9323,17/01/2023,Lower Manhattan,Regular syrup,1,0.8
9324,17/01/2023,Lower Manhattan,Brewed Chai tea,1,2.5
9325,17/01/2023,Astoria,Barista Espresso,1,4.25
9326,17/01/2023,Astoria,Sugar free syrup,1,0.8
9327,17/01/2023,Astoria,Biscotti,1,3.25
9328,17/01/2023,Lower Manhattan,Brewed Black tea,1,2.5
9329,17/01/2023,Lower Manhattan,Drip coffee,2,4
9330,17/01/2023,Astoria,Hot chocolate,2,7
9331,17/01/2023,Hell's Kitchen,Brewed herbal tea,2,5
9332,17/01/2023,Lower Manhattan,Drip coffee,1,2.5
9333,17/01/2023,Lower Manhattan,Barista Espresso,2,7.5
9334,17/01/2023,Lower Manhattan,Regular syrup,2,1.6
9335,17/01/2023,Astoria,Gourmet brewed coffee,1,3.5
9336,17/01/2023,Hell's Kitchen,Gourmet brewed coffee,1,2.2
9337,17/01/2023,Hell's Kitchen,Pastry,1,3.5
9338,17/01/2023,Hell's Kitchen,Barista Espresso,1,2.1
9339,17/01/2023,Hell's Kitchen,Scone,1,3.25
9340,17/01/2023,Hell's Kitchen,Premium Beans,8,360
9341,17/01/2023,Lower Manhattan,Brewed Chai tea,1,2.5
9342,17/01/2023,Astoria,Brewed herbal tea,2,5
9343,17/01/2023,Hell's Kitchen,Drip coffee,2,4
9344,17/01/2023,Lower Manhattan,Organic brewed coffee,2,7
9345,17/01/2023,Lower Manhattan,Pastry,1,3.75
9346,17/01/2023,Astoria,Brewed Black tea,2,6
9347,17/01/2023,Astoria,Organic brewed coffee,1,2.2
9348,17/01/2023,Hell's Kitchen,Brewed Green tea,2,6
9349,17/01/2023,Lower Manhattan,Drip coffee,1,2.5
9350,17/01/2023,Hell's Kitchen,Brewed Chai tea,2,5
9351,17/01/2023,Astoria,Premium brewed coffee,1,2.45
9352,17/01/2023,Hell's Kitchen,Gourmet brewed coffee,1,3
9353,17/01/2023,Astoria,Brewed Chai tea,1,2.5
9354,17/01/2023,Lower Manhattan,Brewed herbal tea,1,3
9355,17/01/2023,Astoria,Premium brewed coffee,1,3.75
9356,17/01/2023,Astoria,Pastry,1,3.75
9357,17/01/2023,Lower Manhattan,Brewed Black tea,2,6
9358,17/01/2023,Lower Manhattan,Scone,1,3.75
9359,17/01/2023,Hell's Kitchen,Hot chocolate,2,7.5
9360,17/01/2023,Astoria,Gourmet brewed coffee,2,4
9361,17/01/2023,Astoria,Gourmet brewed coffee,1,2.5
9362,17/01/2023,Astoria,Biscotti,1,3.5
9363,17/01/2023,Lower Manhattan,Brewed Chai tea,2,5.1
9364,17/01/2023,Lower Manhattan,Organic Beans,1,22.5
9365,17/01/2023,Hell's Kitchen,Brewed Green tea,2,6
9366,17/01/2023,Astoria,Hot chocolate,2,9
9367,17/01/2023,Astoria,Brewed Green tea,2,5
9368,17/01/2023,Lower Manhattan,Brewed Black tea,1,3
9369,17/01/2023,Astoria,Organic brewed coffee,2,4.4
9370,17/01/2023,Hell's Kitchen,Organic brewed coffee,1,3.5
9371,17/01/2023,Hell's Kitchen,Brewed Chai tea,1,3
9372,17/01/2023,Hell's Kitchen,Brewed Chai tea,2,6.2
9373,17/01/2023,Hell's Kitchen,Pastry,1,3.75
9374,17/01/2023,Astoria,Brewed Chai tea,2,5
9375,17/01/2023,Astoria,Gourmet brewed coffee,1,2.2
9376,17/01/2023,Astoria,Biscotti,1,3.5
9377,17/01/2023,Hell's Kitchen,Organic brewed coffee,1,2.2
9378,17/01/2023,Hell's Kitchen,Pastry,1,3.75
9379,17/01/2023,Astoria,Gourmet brewed coffee,2,4.4
9380,17/01/2023,Astoria,Brewed herbal tea,1,3
9381,17/01/2023,Astoria,Housewares,1,14
9382,17/01/2023,Hell's Kitchen,Hot chocolate,2,7.5
9383,17/01/2023,Hell's Kitchen,Gourmet brewed coffee,1,3
9384,17/01/2023,Astoria,Brewed Black tea,1,2.5
9385,17/01/2023,Lower Manhattan,Gourmet brewed coffee,1,3
9386,17/01/2023,Astoria,Hot chocolate,2,7.5
9387,17/01/2023,Hell's Kitchen,Barista Espresso,2,7.5
9388,17/01/2023,Hell's Kitchen,Sugar free syrup,1,0.8
9389,17/01/2023,Astoria,Barista Espresso,1,3.75
9390,17/01/2023,Astoria,Regular syrup,1,0.8
9391,17/01/2023,Hell's Kitchen,Brewed Black tea,2,5
9392,17/01/2023,Hell's Kitchen,Organic Beans,1,22.5
9393,17/01/2023,Hell's Kitchen,Barista Espresso,1,2.1
9394,17/01/2023,Hell's Kitchen,Scone,1,3.25
9395,17/01/2023,Hell's Kitchen,Premium Beans,8,360
9396,17/01/2023,Lower Manhattan,Barista Espresso,3,12.75
9397,17/01/2023,Lower Manhattan,Sugar free syrup,2,1.6
9398,17/01/2023,Hell's Kitchen,Brewed Chai tea,1,2.55
9399,17/01/2023,Hell's Kitchen,Pastry,1,3.75
9400,17/01/2023,Hell's Kitchen,Premium brewed coffee,1,3.1
9401,17/01/2023,Lower Manhattan,Hot chocolate,2,7
9402,17/01/2023,Lower Manhattan,Pastry,1,3.75
9403,17/01/2023,Lower Manhattan,Green beans,1,10
9404,17/01/2023,Hell's Kitchen,Organic brewed coffee,2,7
9405,17/01/2023,Hell's Kitchen,Scone,1,3.25
9406,17/01/2023,Hell's Kitchen,Organic brewed coffee,1,3
9407,17/01/2023,Astoria,Organic brewed coffee,2,6
9408,17/01/2023,Astoria,Scone,1,3
9409,17/01/2023,Hell's Kitchen,Drip coffee,2,6
9410,17/01/2023,Astoria,Premium brewed coffee,1,3.75
9411,17/01/2023,Astoria,Barista Espresso,2,8.5
9412,17/01/2023,Astoria,Regular syrup,1,0.8
9413,17/01/2023,Astoria,Pastry,1,3.75
9414,17/01/2023,Lower Manhattan,Barista Espresso,1,4.25
9415,17/01/2023,Lower Manhattan,Regular syrup,1,0.8
9416,17/01/2023,Lower Manhattan,Chai tea,1,10.95
9417,17/01/2023,Hell's Kitchen,Brewed Black tea,2,6
9418,17/01/2023,Hell's Kitchen,Pastry,1,3.75
9419,17/01/2023,Astoria,Organic brewed coffee,2,6
9420,17/01/2023,Hell's Kitchen,Barista Espresso,1,4.25
9421,17/01/2023,Astoria,Brewed Chai tea,1,3.1
9422,17/01/2023,Astoria,Biscotti,1,3.5
9423,17/01/2023,Astoria,Gourmet brewed coffee,1,3.5
9424,17/01/2023,Lower Manhattan,Gourmet brewed coffee,1,2.5
9425,17/01/2023,Astoria,Barista Espresso,1,4.25
9426,17/01/2023,Astoria,Sugar free syrup,1,0.8
9427,17/01/2023,Hell's Kitchen,Gourmet brewed coffee,2,6
9428,17/01/2023,Astoria,Brewed Chai tea,2,5
9429,17/01/2023,Astoria,Housewares,1,14
9430,17/01/2023,Astoria,Brewed herbal tea,1,3
9431,17/01/2023,Astoria,Premium brewed coffee,2,6.2
9432,17/01/2023,Lower Manhattan,Gourmet brewed coffee,3,6
9433,17/01/2023,Lower Manhattan,Pastry,1,3.75
9434,17/01/2023,Lower Manhattan,Hot chocolate,1,3.5
9435,17/01/2023,Lower Manhattan,Biscotti,1,3.5
9436,17/01/2023,Hell's Kitchen,Brewed herbal tea,2,5
9437,17/01/2023,Astoria,Hot chocolate,1,4.5
9438,17/01/2023,Astoria,Biscotti,1,3.5
9439,17/01/2023,Hell's Kitchen,Brewed Chai tea,2,8
9440,17/01/2023,Hell's Kitchen,Biscotti,1,3.25
9441,17/01/2023,Lower Manhattan,Brewed herbal tea,1,2.5
9442,17/01/2023,Lower Manhattan,Gourmet brewed coffee,1,3
9443,17/01/2023,Astoria,Gourmet brewed coffee,1,3
9444,17/01/2023,Lower Manhattan,Hot chocolate,1,4.5
9445,17/01/2023,Astoria,Hot chocolate,1,4.75
9446,17/01/2023,Astoria,Premium brewed coffee,1,2.45
9447,17/01/2023,Astoria,Brewed Black tea,2,6
9448,17/01/2023,Astoria,Pastry,1,3.5
9449,17/01/2023,Astoria,Brewed Green tea,1,2.5
9450,17/01/2023,Astoria,Biscotti,1,3.5
9451,17/01/2023,Hell's Kitchen,Pastry,1,3.75
9452,17/01/2023,Astoria,Hot chocolate,1,4.75
9453,17/01/2023,Astoria,Biscotti,1,3.5
9454,17/01/2023,Astoria,Premium brewed coffee,2,6.2
9455,17/01/2023,Astoria,Brewed herbal tea,2,6
9456,17/01/2023,Astoria,Barista Espresso,1,3
9457,17/01/2023,Astoria,Regular syrup,2,1.6
9458,17/01/2023,Lower Manhattan,Premium brewed coffee,2,6.2
9459,17/01/2023,Astoria,Brewed herbal tea,2,6
9460,17/01/2023,Astoria,Brewed Chai tea,1,4
9461,17/01/2023,Lower Manhattan,Brewed Black tea,1,2.5
9462,17/01/2023,Hell's Kitchen,Pastry,1,3.75
9463,17/01/2023,Hell's Kitchen,Pastry,1,3.75
9464,17/01/2023,Astoria,Barista Espresso,2,8.5
9465,17/01/2023,Astoria,Sugar free syrup,2,1.6
9466,17/01/2023,Astoria,Biscotti,1,3.5
9467,17/01/2023,Astoria,Hot chocolate,1,3.5
9468,17/01/2023,Astoria,Pastry,1,3.5
9469,17/01/2023,Astoria,Brewed Black tea,2,6
9470,17/01/2023,Hell's Kitchen,Barista Espresso,2,6
9471,17/01/2023,Hell's Kitchen,Regular syrup,1,0.8
9472,17/01/2023,Hell's Kitchen,Scone,1,4.5
9473,17/01/2023,Lower Manhattan,Barista Espresso,1,3.75
9474,17/01/2023,Lower Manhattan,Regular syrup,2,1.6
9475,17/01/2023,Astoria,Drip coffee,1,3
9476,17/01/2023,Astoria,Scone,1,3.75
9477,17/01/2023,Hell's Kitchen,Drip coffee,2,5
9478,17/01/2023,Hell's Kitchen,Gourmet brewed coffee,2,7
9479,17/01/2023,Lower Manhattan,Barista Espresso,1,4.25
9480,17/01/2023,Lower Manhattan,Regular syrup,1,0.8
9481,17/01/2023,Hell's Kitchen,Brewed Black tea,1,3
9482,17/01/2023,Lower Manhattan,Hot chocolate,1,4.75
9483,17/01/2023,Astoria,Brewed Green tea,2,5
9484,17/01/2023,Astoria,Brewed Chai tea,2,6.2
9485,17/01/2023,Astoria,Organic brewed coffee,1,2.2
9486,17/01/2023,Astoria,Drip coffee,2,6
9487,17/01/2023,Astoria,Housewares,1,12
9488,17/01/2023,Astoria,Brewed Green tea,1,2.5
9489,17/01/2023,Astoria,Scone,1,4.5
9490,17/01/2023,Lower Manhattan,Hot chocolate,2,9
9491,17/01/2023,Lower Manhattan,Barista Espresso,2,8.5
9492,17/01/2023,Lower Manhattan,Regular syrup,2,1.6
9493,17/01/2023,Hell's Kitchen,Brewed Chai tea,2,5
9494,17/01/2023,Hell's Kitchen,Pastry,1,3.5
9495,17/01/2023,Hell's Kitchen,Barista Espresso,2,4.2
9496,17/01/2023,Hell's Kitchen,Scone,2,6.5
9497,17/01/2023,Hell's Kitchen,Drinking Chocolate,1,6.4
9498,17/01/2023,Lower Manhattan,Gourmet brewed coffee,1,2.2
9499,17/01/2023,Lower Manhattan,Hot chocolate,1,4.5
9500,17/01/2023,Lower Manhattan,Brewed Chai tea,2,5
9501,17/01/2023,Astoria,Premium brewed coffee,1,2.45
9502,17/01/2023,Hell's Kitchen,Brewed Green tea,1,2.5
9503,17/01/2023,Hell's Kitchen,Chai tea,1,9.5
9504,17/01/2023,Astoria,Premium brewed coffee,1,2.45
9505,17/01/2023,Lower Manhattan,Barista Espresso,2,6
9506,17/01/2023,Lower Manhattan,Regular syrup,1,0.8
9507,17/01/2023,Astoria,Organic brewed coffee,2,6
9508,17/01/2023,Hell's Kitchen,Brewed Green tea,2,5
9509,17/01/2023,Lower Manhattan,Brewed Black tea,1,3
9510,17/01/2023,Lower Manhattan,Biscotti,1,3.25
9511,17/01/2023,Lower Manhattan,Gourmet brewed coffee,1,2.2
9512,17/01/2023,Hell's Kitchen,Barista Espresso,2,6
9513,17/01/2023,Lower Manhattan,Brewed Chai tea,1,4
9514,17/01/2023,Astoria,Barista Espresso,2,7.5
9515,17/01/2023,Astoria,Barista Espresso,1,4.25
9516,17/01/2023,Astoria,Regular syrup,1,0.8
9517,17/01/2023,Hell's Kitchen,Barista Espresso,2,8.5
9518,17/01/2023,Astoria,Brewed Black tea,2,5
9519,17/01/2023,Lower Manhattan,Hot chocolate,1,3.75
9520,17/01/2023,Hell's Kitchen,Barista Espresso,2,6
9521,17/01/2023,Lower Manhattan,Brewed Chai tea,1,3
9522,17/01/2023,Lower Manhattan,Pastry,1,3.5
9523,17/01/2023,Astoria,Brewed Chai tea,1,4
9524,17/01/2023,Hell's Kitchen,Hot chocolate,2,7.5
9525,17/01/2023,Lower Manhattan,Brewed Black tea,2,6
9526,17/01/2023,Astoria,Premium brewed coffee,2,7.5
9527,17/01/2023,Lower Manhattan,Hot chocolate,2,9
9528,17/01/2023,Astoria,Brewed Chai tea,1,4
9529,17/01/2023,Lower Manhattan,Brewed herbal tea,2,5
9530,17/01/2023,Lower Manhattan,Premium brewed coffee,1,3.1
9531,17/01/2023,Hell's Kitchen,Brewed Chai tea,1,2.5
9532,17/01/2023,Hell's Kitchen,Brewed Chai tea,1,2.55
9533,17/01/2023,Lower Manhattan,Drip coffee,2,6
9534,17/01/2023,Lower Manhattan,Scone,1,3.75
9535,17/01/2023,Lower Manhattan,Brewed Chai tea,2,5
9536,17/01/2023,Lower Manhattan,Biscotti,1,3.5
9537,17/01/2023,Lower Manhattan,Gourmet brewed coffee,1,2
9538,17/01/2023,Astoria,Brewed Black tea,1,2.5
9539,17/01/2023,Lower Manhattan,Brewed Chai tea,1,3
9540,17/01/2023,Lower Manhattan,Brewed Chai tea,1,3.1
9541,17/01/2023,Lower Manhattan,Premium brewed coffee,1,3.75
9542,17/01/2023,Lower Manhattan,Clothing,1,28
9543,17/01/2023,Lower Manhattan,Brewed Chai tea,1,3.1
9544,17/01/2023,Astoria,Brewed Black tea,1,3
